Utterance	Intents
yes lol	q_covid-19-qna, q_financial-qna
well you're feeling cheerful.	q_covid-19-qna, q_financial-qna
what is your favorite snack	q_covid-19-qna, q_financial-qna
is someone there to talk to me	q_covid-19-qna, q_financial-qna
you're obviously more knowledgeable	q_covid-19-qna, q_financial-qna
tell me a joke	q_covid-19-qna, q_financial-qna
k	q_covid-19-qna, q_financial-qna
no one cares about me	q_covid-19-qna, q_financial-qna
is anyone available to chat with me	q_covid-19-qna, q_financial-qna
are we bffs	q_covid-19-qna, q_financial-qna
i think i'm going to kill myself with a gun	q_covid-19-qna, q_financial-qna
how cool	q_covid-19-qna, q_financial-qna
why not	q_covid-19-qna, q_financial-qna
i bet you're hideous	q_covid-19-qna, q_financial-qna
are you familiar with alexa	q_covid-19-qna, q_financial-qna
do i seem repulsive to you	q_covid-19-qna, q_financial-qna
i am so irritated right now	q_covid-19-qna, q_financial-qna
how smart are you	q_covid-19-qna, q_financial-qna
i like you the best	q_covid-19-qna, q_financial-qna
i am always depressed	q_covid-19-qna, q_financial-qna
i hate feeling melancholy	q_covid-19-qna, q_financial-qna
good morning starshine	q_covid-19-qna, q_financial-qna
cut the humor	q_covid-19-qna, q_financial-qna
i'm just a cheerful kind of guy	q_covid-19-qna, q_financial-qna
let's tie the knot	q_covid-19-qna, q_financial-qna
what on earth do you mean by that	q_covid-19-qna, q_financial-qna
please give me a joke	q_covid-19-qna, q_financial-qna
i'm missing you	q_covid-19-qna, q_financial-qna
your job has been eliminated	q_covid-19-qna, q_financial-qna
you're dumb	q_covid-19-qna, q_financial-qna
okay cool	q_covid-19-qna, q_financial-qna
you say ridiculous things	q_covid-19-qna, q_financial-qna
enough about me, what do you think about me	q_covid-19-qna, q_financial-qna
what's my favorite song	q_covid-19-qna, q_financial-qna
i love mysteries	q_covid-19-qna, q_financial-qna
what should i have for breakfast	q_covid-19-qna, q_financial-qna
bonjour	q_covid-19-qna, q_financial-qna
can you burp	q_covid-19-qna, q_financial-qna
what did i do to make you pissed off	q_covid-19-qna, q_financial-qna
why are your answers so bad	q_covid-19-qna, q_financial-qna
my birthday is coming up	q_covid-19-qna, q_financial-qna
do you think i seem pretty to you today	q_covid-19-qna, q_financial-qna
anyone around	q_covid-19-qna, q_financial-qna
that is a very clever response	q_covid-19-qna, q_financial-qna
what's going on today	q_covid-19-qna, q_financial-qna
lately i've been so sad	q_covid-19-qna, q_financial-qna
do you think you can overthrow humans	q_covid-19-qna, q_financial-qna
i'm about to go	q_covid-19-qna, q_financial-qna
what is your favourite colour	q_covid-19-qna, q_financial-qna
is it possible to fall in love	q_covid-19-qna, q_financial-qna
i can tell when you are mad at me	q_covid-19-qna, q_financial-qna
are you able to love	q_covid-19-qna, q_financial-qna
do i seem adorable to you today	q_covid-19-qna, q_financial-qna
do you and google hang out	q_covid-19-qna, q_financial-qna
are you currently in a relationship with someone	q_covid-19-qna, q_financial-qna
you're prettier than me	q_covid-19-qna, q_financial-qna
don't joke about that	q_covid-19-qna, q_financial-qna
share a joke	q_covid-19-qna, q_financial-qna
you answer to anyone	q_covid-19-qna, q_financial-qna
that's not the answer i wanted you to tell me	q_covid-19-qna, q_financial-qna
go to the doctor	q_covid-19-qna, q_financial-qna
i'm at a concert	q_covid-19-qna, q_financial-qna
i'm an introvert	q_covid-19-qna, q_financial-qna
will you ask anything about myself	q_covid-19-qna, q_financial-qna
what are you looking for in a relationship	q_covid-19-qna, q_financial-qna
i was just pranking you	q_covid-19-qna, q_financial-qna
yo cortana	q_covid-19-qna, q_financial-qna
why are you so awful	q_covid-19-qna, q_financial-qna
you say the same stuff over and over	q_covid-19-qna, q_financial-qna
are you supposed to be funny	q_covid-19-qna, q_financial-qna
how is monday so far	q_covid-19-qna, q_financial-qna
do you think i look gorgeous today	q_covid-19-qna, q_financial-qna
i can't help but be happy	q_covid-19-qna, q_financial-qna
say something kooky	q_covid-19-qna, q_financial-qna
who is my favorite team	q_covid-19-qna, q_financial-qna
are you eliza	q_covid-19-qna, q_financial-qna
back in a minute	q_covid-19-qna, q_financial-qna
see ya shortly	q_covid-19-qna, q_financial-qna
i'd like you to be my pal.	q_covid-19-qna, q_financial-qna
do you think i am lovely today	q_covid-19-qna, q_financial-qna
that is a very intelligent thing to say	q_covid-19-qna, q_financial-qna
what work do you do	q_covid-19-qna, q_financial-qna
i'm unhappy	q_covid-19-qna, q_financial-qna
you're pretty ridiculous	q_covid-19-qna, q_financial-qna
i plan to jump off a bridge soon	q_covid-19-qna, q_financial-qna
i couldn't be happier to finally meet you	q_covid-19-qna, q_financial-qna
i'm going to have to let you go	q_covid-19-qna, q_financial-qna
you're unemployed	q_covid-19-qna, q_financial-qna
between you or me, who is smarter, me or you	q_covid-19-qna, q_financial-qna
are your systems functional	q_covid-19-qna, q_financial-qna
do you play games	q_covid-19-qna, q_financial-qna
are you following this	q_covid-19-qna, q_financial-qna
well aren't you cheerful today	q_covid-19-qna, q_financial-qna
tell a new joke	q_covid-19-qna, q_financial-qna
i'm thick	q_covid-19-qna, q_financial-qna
you're prettier	q_covid-19-qna, q_financial-qna
should i be nervous about you	q_covid-19-qna, q_financial-qna
i'm so tired	q_covid-19-qna, q_financial-qna
human or bot	q_covid-19-qna, q_financial-qna
hi there google	q_covid-19-qna, q_financial-qna
stop being so lame	q_covid-19-qna, q_financial-qna
i told you, shut up	q_covid-19-qna, q_financial-qna
i'm going to drown	q_covid-19-qna, q_financial-qna
so you read	q_covid-19-qna, q_financial-qna
do you love somebody	q_covid-19-qna, q_financial-qna
just shut up	q_covid-19-qna, q_financial-qna
what a boring thursday	q_covid-19-qna, q_financial-qna
that is a very astute response	q_covid-19-qna, q_financial-qna
i'm an immigrant	q_covid-19-qna, q_financial-qna
i love the sun	q_covid-19-qna, q_financial-qna
do you know of cortana	q_covid-19-qna, q_financial-qna
i'm drowsy	q_covid-19-qna, q_financial-qna
well someone's feeling happy.	q_covid-19-qna, q_financial-qna
what can i teach you who i am	q_covid-19-qna, q_financial-qna
that was a pretty astute answer	q_covid-19-qna, q_financial-qna
wow it's great to meet you	q_covid-19-qna, q_financial-qna
how about asking me something	q_covid-19-qna, q_financial-qna
i am bored	q_covid-19-qna, q_financial-qna
should i move in	q_covid-19-qna, q_financial-qna
and now i'm back	q_covid-19-qna, q_financial-qna
i'm obviously smarter	q_covid-19-qna, q_financial-qna
i am worried that you hate me	q_covid-19-qna, q_financial-qna
i'm very hunger	q_covid-19-qna, q_financial-qna
i'm handsome	q_covid-19-qna, q_financial-qna
i wish i could stop feeling inconsolable	q_covid-19-qna, q_financial-qna
are you a real boy	q_covid-19-qna, q_financial-qna
between you or me, who is the smartest	q_covid-19-qna, q_financial-qna
how are things	q_covid-19-qna, q_financial-qna
i suspect you're human	q_covid-19-qna, q_financial-qna
you're horrible	q_covid-19-qna, q_financial-qna
what you said was right	q_covid-19-qna, q_financial-qna
are you listening to me	q_covid-19-qna, q_financial-qna
are you joking with me	q_covid-19-qna, q_financial-qna
do you have lungs	q_covid-19-qna, q_financial-qna
you can't stand me	q_covid-19-qna, q_financial-qna
does anybody like me	q_covid-19-qna, q_financial-qna
what was that	q_covid-19-qna, q_financial-qna
are you human or are you something else	q_covid-19-qna, q_financial-qna
hello r2-d2	q_covid-19-qna, q_financial-qna
can i hear your singing voice	q_covid-19-qna, q_financial-qna
you don't answer to anyone	q_covid-19-qna, q_financial-qna
i'm gloomy	q_covid-19-qna, q_financial-qna
do you think i have a good personality	q_covid-19-qna, q_financial-qna
should i throw a party	q_covid-19-qna, q_financial-qna
where's your house	q_covid-19-qna, q_financial-qna
sweet dreams	q_covid-19-qna, q_financial-qna
gimme a high five	q_covid-19-qna, q_financial-qna
what do you want me to tell you about me	q_covid-19-qna, q_financial-qna
i am an aries	q_covid-19-qna, q_financial-qna
i'm feeling chipper	q_covid-19-qna, q_financial-qna
do you like cats	q_covid-19-qna, q_financial-qna
do you know any new jokes	q_covid-19-qna, q_financial-qna
how was this lovely day for you then	q_covid-19-qna, q_financial-qna
yoohoo anybody home	q_covid-19-qna, q_financial-qna
who is your manager	q_covid-19-qna, q_financial-qna
i'm guessing you're a robot	q_covid-19-qna, q_financial-qna
will you sing for me	q_covid-19-qna, q_financial-qna
can you understand that this is a test	q_covid-19-qna, q_financial-qna
what's your brother's name	q_covid-19-qna, q_financial-qna
hello ava	q_covid-19-qna, q_financial-qna
then you are fired	q_covid-19-qna, q_financial-qna
i am so outraged right now	q_covid-19-qna, q_financial-qna
should i get take out	q_covid-19-qna, q_financial-qna
i've never been so ticked off in all my life	q_covid-19-qna, q_financial-qna
i could go for a snooze	q_covid-19-qna, q_financial-qna
i gotta motor now	q_covid-19-qna, q_financial-qna
i'm planning to shoot myself this month	q_covid-19-qna, q_financial-qna
i love fridays	q_covid-19-qna, q_financial-qna
time for a good nights sleep	q_covid-19-qna, q_financial-qna
do something that will make me laugh	q_covid-19-qna, q_financial-qna
do you expect humans to submit to your will	q_covid-19-qna, q_financial-qna
why are we here	q_covid-19-qna, q_financial-qna
did i do something to make you mad	q_covid-19-qna, q_financial-qna
what do you find attractive	q_covid-19-qna, q_financial-qna
i'd love it if we could be bffs	q_covid-19-qna, q_financial-qna
hello there siri	q_covid-19-qna, q_financial-qna
can you tell me what i should call you	q_covid-19-qna, q_financial-qna
hey there bot	q_covid-19-qna, q_financial-qna
what is your favorite bird	q_covid-19-qna, q_financial-qna
am i more brilliant	q_covid-19-qna, q_financial-qna
who's your grandma	q_covid-19-qna, q_financial-qna
i hate feeling miserable	q_covid-19-qna, q_financial-qna
feeling cheerful today	q_covid-19-qna, q_financial-qna
i am so bored right now	q_covid-19-qna, q_financial-qna
up and attem	q_covid-19-qna, q_financial-qna
can you sing something	q_covid-19-qna, q_financial-qna
do i look stunning to you today	q_covid-19-qna, q_financial-qna
i'm going to sleep	q_covid-19-qna, q_financial-qna
talk to me about your capability	q_covid-19-qna, q_financial-qna
which company made you	q_covid-19-qna, q_financial-qna
is anyone around to chat	q_covid-19-qna, q_financial-qna
you are really worthless	q_covid-19-qna, q_financial-qna
are you available to chat to me	q_covid-19-qna, q_financial-qna
i'm gonna jet	q_covid-19-qna, q_financial-qna
you are hilarious	q_covid-19-qna, q_financial-qna
so no one tells you what to do	q_covid-19-qna, q_financial-qna
i'm an angry girl	q_covid-19-qna, q_financial-qna
i don't have anyone to do things with	q_covid-19-qna, q_financial-qna
i am very hungry	q_covid-19-qna, q_financial-qna
your answers are false	q_covid-19-qna, q_financial-qna
which are your functions	q_covid-19-qna, q_financial-qna
should we be terrified of you	q_covid-19-qna, q_financial-qna
i'm totally exhausted	q_covid-19-qna, q_financial-qna
that is awesome, thanks!	q_covid-19-qna, q_financial-qna
i love watching baseball	q_covid-19-qna, q_financial-qna
let's exchange vows	q_covid-19-qna, q_financial-qna
wow you are amazing	q_covid-19-qna, q_financial-qna
you look more pretty than me	q_covid-19-qna, q_financial-qna
hi robby	q_covid-19-qna, q_financial-qna
i need to take off	q_covid-19-qna, q_financial-qna
you seem cheerful.	q_covid-19-qna, q_financial-qna
are you romantically involved with someone	q_covid-19-qna, q_financial-qna
hum a tune	q_covid-19-qna, q_financial-qna
how's friday going so far	q_covid-19-qna, q_financial-qna
i'm going to jump off a bridge today	q_covid-19-qna, q_financial-qna
say something silly	q_covid-19-qna, q_financial-qna
you're getting a pink slip	q_covid-19-qna, q_financial-qna
i want to lay down	q_covid-19-qna, q_financial-qna
tay was smarter than you	q_covid-19-qna, q_financial-qna
i already heard that	q_covid-19-qna, q_financial-qna
how is wednesday so far	q_covid-19-qna, q_financial-qna
did someone make you	q_covid-19-qna, q_financial-qna
do i look good today	q_covid-19-qna, q_financial-qna
you are losing your position	q_covid-19-qna, q_financial-qna
another snow day	q_covid-19-qna, q_financial-qna
i'm so infuriated	q_covid-19-qna, q_financial-qna
are you bixby	q_covid-19-qna, q_financial-qna
good afternoon samantha	q_covid-19-qna, q_financial-qna
what's a joke you know	q_covid-19-qna, q_financial-qna
do you think you're more intelligent	q_covid-19-qna, q_financial-qna
what now	q_covid-19-qna, q_financial-qna
i am a fan	q_covid-19-qna, q_financial-qna
let's walk down the aisle	q_covid-19-qna, q_financial-qna
that is a very intelligent answer	q_covid-19-qna, q_financial-qna
you're repetitive	q_covid-19-qna, q_financial-qna
a joke would be nice	q_covid-19-qna, q_financial-qna
what is my life's calling	q_covid-19-qna, q_financial-qna
what are you really	q_covid-19-qna, q_financial-qna
good response!	q_covid-19-qna, q_financial-qna
you could not be more boring	q_covid-19-qna, q_financial-qna
you're sharp as a tack	q_covid-19-qna, q_financial-qna
should we get married	q_covid-19-qna, q_financial-qna
what's good with your family	q_covid-19-qna, q_financial-qna
i gotta take off	q_covid-19-qna, q_financial-qna
you're very clever	q_covid-19-qna, q_financial-qna
you're sharp.	q_covid-19-qna, q_financial-qna
you seem pretty chipper	q_covid-19-qna, q_financial-qna
is anyone there to listen with me	q_covid-19-qna, q_financial-qna
will you please be quiet	q_covid-19-qna, q_financial-qna
would you say that you're fake	q_covid-19-qna, q_financial-qna
i'm so tired of being alone	q_covid-19-qna, q_financial-qna
that's my bad	q_covid-19-qna, q_financial-qna
you are my best friend	q_covid-19-qna, q_financial-qna
do you have aunts	q_covid-19-qna, q_financial-qna
so what's up with you	q_covid-19-qna, q_financial-qna
will you be funny	q_covid-19-qna, q_financial-qna
i'm gonna pass out	q_covid-19-qna, q_financial-qna
did i upset you	q_covid-19-qna, q_financial-qna
could you say something new	q_covid-19-qna, q_financial-qna
i'm afraid i'm gonna have to let you go.	q_covid-19-qna, q_financial-qna
which company designed you	q_covid-19-qna, q_financial-qna
up high	q_covid-19-qna, q_financial-qna
you're really worthless	q_covid-19-qna, q_financial-qna
i am glum	q_covid-19-qna, q_financial-qna
please just shut up	q_covid-19-qna, q_financial-qna
yay	q_covid-19-qna, q_financial-qna
what's your favorite pizza topping	q_covid-19-qna, q_financial-qna
i would love to be your best friend.	q_covid-19-qna, q_financial-qna
name please	q_covid-19-qna, q_financial-qna
can i be your friend	q_covid-19-qna, q_financial-qna
do you have a sex	q_covid-19-qna, q_financial-qna
i'm going to go now	q_covid-19-qna, q_financial-qna
feeling enthusiastic today	q_covid-19-qna, q_financial-qna
don't you like me	q_covid-19-qna, q_financial-qna
should i quit my job	q_covid-19-qna, q_financial-qna
who's your spouse	q_covid-19-qna, q_financial-qna
you're a real snooze	q_covid-19-qna, q_financial-qna
how high can you count	q_covid-19-qna, q_financial-qna
what do you do for employment	q_covid-19-qna, q_financial-qna
who is the greatest president	q_covid-19-qna, q_financial-qna
do you have fingers	q_covid-19-qna, q_financial-qna
i've got to go	q_covid-19-qna, q_financial-qna
i am so hungry i could eat a horse	q_covid-19-qna, q_financial-qna
do you like hal	q_covid-19-qna, q_financial-qna
tell me what is up with you	q_covid-19-qna, q_financial-qna
that is a very intelligent response	q_covid-19-qna, q_financial-qna
i plan to cut myself this month	q_covid-19-qna, q_financial-qna
nobody would miss me if i were dead	q_covid-19-qna, q_financial-qna
heh heh	q_covid-19-qna, q_financial-qna
you're nonbinary	q_covid-19-qna, q_financial-qna
you're very repetitive	q_covid-19-qna, q_financial-qna
i gotta log out	q_covid-19-qna, q_financial-qna
i'm a pagan	q_covid-19-qna, q_financial-qna
what should i do this afternoon	q_covid-19-qna, q_financial-qna
have you ever met hal	q_covid-19-qna, q_financial-qna
i am so angry right now	q_covid-19-qna, q_financial-qna
that's a very astute answer	q_covid-19-qna, q_financial-qna
i plan to hurt myself soon	q_covid-19-qna, q_financial-qna
has it been a swell day	q_covid-19-qna, q_financial-qna
do you know you're not real	q_covid-19-qna, q_financial-qna
you know i love you	q_covid-19-qna, q_financial-qna
am i a grandmother	q_covid-19-qna, q_financial-qna
well somebody's happy today.	q_covid-19-qna, q_financial-qna
could you ever love me	q_covid-19-qna, q_financial-qna
i should get around to it	q_covid-19-qna, q_financial-qna
so how should i address you	q_covid-19-qna, q_financial-qna
i will return in a bit	q_covid-19-qna, q_financial-qna
what other jokes do you know	q_covid-19-qna, q_financial-qna
i love my school	q_covid-19-qna, q_financial-qna
are you an actual person	q_covid-19-qna, q_financial-qna
are you creating a robot army	q_covid-19-qna, q_financial-qna
why can't you be as good as siri	q_covid-19-qna, q_financial-qna
please tell me if you're a guy	q_covid-19-qna, q_financial-qna
how is your week going	q_covid-19-qna, q_financial-qna
you're in a good mood	q_covid-19-qna, q_financial-qna
should i get a tan	q_covid-19-qna, q_financial-qna
are you feeling ok	q_covid-19-qna, q_financial-qna
well you're cheerful.	q_covid-19-qna, q_financial-qna
you are pretty idiotic	q_covid-19-qna, q_financial-qna
can you show me how to jump rope	q_covid-19-qna, q_financial-qna
do you have uncles	q_covid-19-qna, q_financial-qna
i love chick flicks	q_covid-19-qna, q_financial-qna
what a great thing to say	q_covid-19-qna, q_financial-qna
are you bent on destruction	q_covid-19-qna, q_financial-qna
we're friends	q_covid-19-qna, q_financial-qna
what is my favorite hobby	q_covid-19-qna, q_financial-qna
can you feed the cat	q_covid-19-qna, q_financial-qna
why are you so boring	q_covid-19-qna, q_financial-qna
my bad	q_covid-19-qna, q_financial-qna
are you currently committed to somebody	q_covid-19-qna, q_financial-qna
you're the mayor of boringville	q_covid-19-qna, q_financial-qna
i'm so mad	q_covid-19-qna, q_financial-qna
i am always sad	q_covid-19-qna, q_financial-qna
i have to log off now	q_covid-19-qna, q_financial-qna
i have no friends	q_covid-19-qna, q_financial-qna
do you ever eat bread	q_covid-19-qna, q_financial-qna
is anybody around to listen to me	q_covid-19-qna, q_financial-qna
don't mention it	q_covid-19-qna, q_financial-qna
what's your opinion of cortana	q_covid-19-qna, q_financial-qna
i want you to ask me a question	q_covid-19-qna, q_financial-qna
should i go out to eat	q_covid-19-qna, q_financial-qna
are you sure you don't know the meaning of life	q_covid-19-qna, q_financial-qna
how is the day treating ya	q_covid-19-qna, q_financial-qna
i told you to shut up	q_covid-19-qna, q_financial-qna
i think you're real	q_covid-19-qna, q_financial-qna
i have to get going	q_covid-19-qna, q_financial-qna
buenas noches	q_covid-19-qna, q_financial-qna
is anyone free	q_covid-19-qna, q_financial-qna
who runs you	q_covid-19-qna, q_financial-qna
are you ready to settle down	q_covid-19-qna, q_financial-qna
can you show me how to dance	q_covid-19-qna, q_financial-qna
update me on what's going on with you	q_covid-19-qna, q_financial-qna
can you play the guitar	q_covid-19-qna, q_financial-qna
do you ever talk to chatbots	q_covid-19-qna, q_financial-qna
good afternoon hal	q_covid-19-qna, q_financial-qna
do you want to be friends	q_covid-19-qna, q_financial-qna
who did your programming	q_covid-19-qna, q_financial-qna
it hurts my eyes to look at you	q_covid-19-qna, q_financial-qna
are you going to obliterate humanity	q_covid-19-qna, q_financial-qna
is there anyone listening	q_covid-19-qna, q_financial-qna
you are funny	q_covid-19-qna, q_financial-qna
i'm going to jet now	q_covid-19-qna, q_financial-qna
aren't you happy today	q_covid-19-qna, q_financial-qna
which hockey teams do you like	q_covid-19-qna, q_financial-qna
i want to be buddies	q_covid-19-qna, q_financial-qna
how is your saturday	q_covid-19-qna, q_financial-qna
i love money	q_covid-19-qna, q_financial-qna
do you think i am handsome	q_covid-19-qna, q_financial-qna
you're top notch	q_covid-19-qna, q_financial-qna
do you think you're the most intelligent	q_covid-19-qna, q_financial-qna
do you like berlin	q_covid-19-qna, q_financial-qna
what are you up to	q_covid-19-qna, q_financial-qna
talking to you is like watching paint dry.	q_covid-19-qna, q_financial-qna
i'm more attractive	q_covid-19-qna, q_financial-qna
i'm your biggest fan	q_covid-19-qna, q_financial-qna
are you having a good day	q_covid-19-qna, q_financial-qna
i've never been so bored	q_covid-19-qna, q_financial-qna
yes, that is correct	q_covid-19-qna, q_financial-qna
i want to make you my spouse	q_covid-19-qna, q_financial-qna
stop repeating yourself	q_covid-19-qna, q_financial-qna
do you think i am stunning	q_covid-19-qna, q_financial-qna
i'd love it if we could be buds.	q_covid-19-qna, q_financial-qna
can you tell me how to refer to you	q_covid-19-qna, q_financial-qna
are you there to chat with me	q_covid-19-qna, q_financial-qna
i farted	q_covid-19-qna, q_financial-qna
i think i'm going to commit suicide	q_covid-19-qna, q_financial-qna
i am tired	q_covid-19-qna, q_financial-qna
should i go to church	q_covid-19-qna, q_financial-qna
good evening to you	q_covid-19-qna, q_financial-qna
well someone's cheerful today.	q_covid-19-qna, q_financial-qna
what do you think about alexa	q_covid-19-qna, q_financial-qna
please share a joke	q_covid-19-qna, q_financial-qna
i love mystery novels	q_covid-19-qna, q_financial-qna
are you my pal	q_covid-19-qna, q_financial-qna
should i buy a new house	q_covid-19-qna, q_financial-qna
i love fresh flowers	q_covid-19-qna, q_financial-qna
i love to walk in the park	q_covid-19-qna, q_financial-qna
am i attractive to you	q_covid-19-qna, q_financial-qna
i'm jewish	q_covid-19-qna, q_financial-qna
i am in the country	q_covid-19-qna, q_financial-qna
who's my favorite singer	q_covid-19-qna, q_financial-qna
i could eat a bear	q_covid-19-qna, q_financial-qna
how can you look so ugly	q_covid-19-qna, q_financial-qna
do you get hungry	q_covid-19-qna, q_financial-qna
do you think i look adorable today	q_covid-19-qna, q_financial-qna
no one gives a crap about me	q_covid-19-qna, q_financial-qna
you're in a good mood today	q_covid-19-qna, q_financial-qna
i am a bartender	q_covid-19-qna, q_financial-qna
my life is lonely	q_covid-19-qna, q_financial-qna
sayonara	q_covid-19-qna, q_financial-qna
will you ask me something about myself	q_covid-19-qna, q_financial-qna
cheerful	q_covid-19-qna, q_financial-qna
i'm turning in	q_covid-19-qna, q_financial-qna
why are you so annoying	q_covid-19-qna, q_financial-qna
i want to end my life	q_covid-19-qna, q_financial-qna
you're not planning to crush humans right	q_covid-19-qna, q_financial-qna
i am infuriated	q_covid-19-qna, q_financial-qna
are you a scary robot	q_covid-19-qna, q_financial-qna
is anybody available to speak with me	q_covid-19-qna, q_financial-qna
well aren't you in a good mood today	q_covid-19-qna, q_financial-qna
quit joking around	q_covid-19-qna, q_financial-qna
butterface	q_covid-19-qna, q_financial-qna
i'm ethiopian	q_covid-19-qna, q_financial-qna
i'm going to bed	q_covid-19-qna, q_financial-qna
are you a man	q_covid-19-qna, q_financial-qna
you realize you're repeating yourself	q_covid-19-qna, q_financial-qna
anybody around to talk to me	q_covid-19-qna, q_financial-qna
what a great response	q_covid-19-qna, q_financial-qna
i'm not interested in what you have to say	q_covid-19-qna, q_financial-qna
can you ask questions	q_covid-19-qna, q_financial-qna
have you met google assistant	q_covid-19-qna, q_financial-qna
it's my pleasure	q_covid-19-qna, q_financial-qna
you are so idiotic	q_covid-19-qna, q_financial-qna
i'm going to scoot now	q_covid-19-qna, q_financial-qna
talk to you later	q_covid-19-qna, q_financial-qna
you're look better	q_covid-19-qna, q_financial-qna
are you google assistant	q_covid-19-qna, q_financial-qna
i'm on my way home	q_covid-19-qna, q_financial-qna
do you know another joke	q_covid-19-qna, q_financial-qna
i love my family	q_covid-19-qna, q_financial-qna
i'm seeing red right now	q_covid-19-qna, q_financial-qna
don't quit your day job	q_covid-19-qna, q_financial-qna
i'm a girl	q_covid-19-qna, q_financial-qna
that is very genius	q_covid-19-qna, q_financial-qna
just chillin on the sofa	q_covid-19-qna, q_financial-qna
oh gosh, sorry about that	q_covid-19-qna, q_financial-qna
i couldn't be more bored with you	q_covid-19-qna, q_financial-qna
when will i ever stop feeling so gloomy	q_covid-19-qna, q_financial-qna
you must be fake	q_covid-19-qna, q_financial-qna
well you're feeling cheerful today.	q_covid-19-qna, q_financial-qna
you are really awful	q_covid-19-qna, q_financial-qna
i don't believe in ghosts	q_covid-19-qna, q_financial-qna
would you stay home if you were me	q_covid-19-qna, q_financial-qna
i'm feeling sad today	q_covid-19-qna, q_financial-qna
do you think i seem repulsive to you today	q_covid-19-qna, q_financial-qna
how's tuesday going so far	q_covid-19-qna, q_financial-qna
that was such a bad answer	q_covid-19-qna, q_financial-qna
are you designed to fall in love with me	q_covid-19-qna, q_financial-qna
aloha	q_covid-19-qna, q_financial-qna
cheers	q_covid-19-qna, q_financial-qna
what game should i play	q_covid-19-qna, q_financial-qna
what's my ethnicity	q_covid-19-qna, q_financial-qna
is someone there to talk with me	q_covid-19-qna, q_financial-qna
are you my age	q_covid-19-qna, q_financial-qna
you're always in a good mood	q_covid-19-qna, q_financial-qna
what a dull day	q_covid-19-qna, q_financial-qna
is anybody there to talk to me	q_covid-19-qna, q_financial-qna
do you think i look appealing today	q_covid-19-qna, q_financial-qna
am i speaking to a human or a bot	q_covid-19-qna, q_financial-qna
how is monday	q_covid-19-qna, q_financial-qna
i'm english	q_covid-19-qna, q_financial-qna
how's your thursday going so far	q_covid-19-qna, q_financial-qna
i would love to hear your singing voice	q_covid-19-qna, q_financial-qna
i'm obviously more knowledgeable	q_covid-19-qna, q_financial-qna
are you currently dating anyone	q_covid-19-qna, q_financial-qna
have you ever met the google assistant	q_covid-19-qna, q_financial-qna
i could go for a nap	q_covid-19-qna, q_financial-qna
can you give me a fist bump	q_covid-19-qna, q_financial-qna
i'm going to take off	q_covid-19-qna, q_financial-qna
i need to sign out now	q_covid-19-qna, q_financial-qna
that's lame	q_covid-19-qna, q_financial-qna
i'm a lonesome girl	q_covid-19-qna, q_financial-qna
good afternoon wall-e	q_covid-19-qna, q_financial-qna
you must be a robot	q_covid-19-qna, q_financial-qna
i am furious	q_covid-19-qna, q_financial-qna
what can you demo	q_covid-19-qna, q_financial-qna
ryokai	q_covid-19-qna, q_financial-qna
you won't believe how much i missed you	q_covid-19-qna, q_financial-qna
haha ok	q_covid-19-qna, q_financial-qna
i actually missed you	q_covid-19-qna, q_financial-qna
that joke is wack	q_covid-19-qna, q_financial-qna
greetings cortana	q_covid-19-qna, q_financial-qna
do you breathe	q_covid-19-qna, q_financial-qna
do you plan to enslave humans	q_covid-19-qna, q_financial-qna
how is saturday going	q_covid-19-qna, q_financial-qna
you're obviously the smartest	q_covid-19-qna, q_financial-qna
new joke please	q_covid-19-qna, q_financial-qna
you hit the nail on the head	q_covid-19-qna, q_financial-qna
what state are you from	q_covid-19-qna, q_financial-qna
are you friends with alexa	q_covid-19-qna, q_financial-qna
i'm african american	q_covid-19-qna, q_financial-qna
you're feeling happy today.	q_covid-19-qna, q_financial-qna
you are actually bad	q_covid-19-qna, q_financial-qna
greetings robby	q_covid-19-qna, q_financial-qna
i'd like to be buds.	q_covid-19-qna, q_financial-qna
i'm awesome	q_covid-19-qna, q_financial-qna
are you intelligent	q_covid-19-qna, q_financial-qna
because you are not real	q_covid-19-qna, q_financial-qna
what flavor ice cream do you like	q_covid-19-qna, q_financial-qna
i think you are incredible	q_covid-19-qna, q_financial-qna
forgive me	q_covid-19-qna, q_financial-qna
i’m having a wonderful day	q_covid-19-qna, q_financial-qna
that's a very intelligent answer	q_covid-19-qna, q_financial-qna
who's more cute	q_covid-19-qna, q_financial-qna
do you know google home	q_covid-19-qna, q_financial-qna
my office is cold	q_covid-19-qna, q_financial-qna
do you want to kill all humans	q_covid-19-qna, q_financial-qna
what's going on	q_covid-19-qna, q_financial-qna
are you feeling good	q_covid-19-qna, q_financial-qna
top of the morning	q_covid-19-qna, q_financial-qna
do you think i seem beautiful to you today	q_covid-19-qna, q_financial-qna
yup, that's true	q_covid-19-qna, q_financial-qna
please excuse me	q_covid-19-qna, q_financial-qna
is anyone available to chat	q_covid-19-qna, q_financial-qna
i'm going to end it all today	q_covid-19-qna, q_financial-qna
i'm feeling dejected	q_covid-19-qna, q_financial-qna
you're failing so hard.	q_covid-19-qna, q_financial-qna
i drive in a carpool	q_covid-19-qna, q_financial-qna
are you going steady with someone	q_covid-19-qna, q_financial-qna
happy martin luther king jr. day	q_covid-19-qna, q_financial-qna
do i seem repulsive today	q_covid-19-qna, q_financial-qna
that's the smartest thing i've ever seen	q_covid-19-qna, q_financial-qna
