Utterance	Intents
i'm downhearted	q_covid-19-qna, q_financial-qna
want to ask any questions about me	q_covid-19-qna, q_financial-qna
i love to try new things	q_covid-19-qna, q_financial-qna
what a great answer	q_covid-19-qna, q_financial-qna
i'm a biden supporter	q_covid-19-qna, q_financial-qna
am i stunning to you today	q_covid-19-qna, q_financial-qna
i wish i could stop feeling despairing	q_covid-19-qna, q_financial-qna
are you likely to destroy us all	q_covid-19-qna, q_financial-qna
do i have any children	q_covid-19-qna, q_financial-qna
someone's chipper.	q_covid-19-qna, q_financial-qna
what's a joke you can tell me	q_covid-19-qna, q_financial-qna
everything you say is so dumb	q_covid-19-qna, q_financial-qna
i'm tired of feeling so melancholy all the time	q_covid-19-qna, q_financial-qna
hey dude, i'm back	q_covid-19-qna, q_financial-qna
i'm going to end my life this week	q_covid-19-qna, q_financial-qna
i’ve never been to mexico	q_covid-19-qna, q_financial-qna
do you have any jokes	q_covid-19-qna, q_financial-qna
you're not planning to take over the world	q_covid-19-qna, q_financial-qna
you're terrible	q_covid-19-qna, q_financial-qna
i bet you like rap music	q_covid-19-qna, q_financial-qna
are you employed	q_covid-19-qna, q_financial-qna
how bout a new joke	q_covid-19-qna, q_financial-qna
hush, you	q_covid-19-qna, q_financial-qna
could you ask me about something	q_covid-19-qna, q_financial-qna
do you think i need a haircut	q_covid-19-qna, q_financial-qna
that is a very genius response	q_covid-19-qna, q_financial-qna
will you be my wife	q_covid-19-qna, q_financial-qna
you've already said that	q_covid-19-qna, q_financial-qna
you're so happy	q_covid-19-qna, q_financial-qna
everyone thinks i'm a burden	q_covid-19-qna, q_financial-qna
that is a very astute answer	q_covid-19-qna, q_financial-qna
are you in a relationship with anyone	q_covid-19-qna, q_financial-qna
how can i address you	q_covid-19-qna, q_financial-qna
are you going out with somebody	q_covid-19-qna, q_financial-qna
i'm more cute	q_covid-19-qna, q_financial-qna
stop fooling around	q_covid-19-qna, q_financial-qna
you're really stupid	q_covid-19-qna, q_financial-qna
you're very astute	q_covid-19-qna, q_financial-qna
i'm headed off to bed	q_covid-19-qna, q_financial-qna
i am super hungry	q_covid-19-qna, q_financial-qna
is that a joke	q_covid-19-qna, q_financial-qna
you've got a boss	q_covid-19-qna, q_financial-qna
you're not a real person right	q_covid-19-qna, q_financial-qna
will you stop talking	q_covid-19-qna, q_financial-qna
what do you think of my character	q_covid-19-qna, q_financial-qna
i am a teenager	q_covid-19-qna, q_financial-qna
do i seem beautiful today	q_covid-19-qna, q_financial-qna
i'm out the door	q_covid-19-qna, q_financial-qna
i'm just about to go to school	q_covid-19-qna, q_financial-qna
do you think i look cute	q_covid-19-qna, q_financial-qna
how stunning do i look	q_covid-19-qna, q_financial-qna
that's so unfunny	q_covid-19-qna, q_financial-qna
am i stunning to you	q_covid-19-qna, q_financial-qna
how is your friday going so far	q_covid-19-qna, q_financial-qna
you're pretty dumb	q_covid-19-qna, q_financial-qna
do you think i am adorable today	q_covid-19-qna, q_financial-qna
i am a bernie supporter	q_covid-19-qna, q_financial-qna
you are more boring than watching paint dry	q_covid-19-qna, q_financial-qna
is anyone free to listen	q_covid-19-qna, q_financial-qna
i'm not amused	q_covid-19-qna, q_financial-qna
because you're a droid	q_covid-19-qna, q_financial-qna
won't you sing to me	q_covid-19-qna, q_financial-qna
i wish i could stop feeling gloomy	q_covid-19-qna, q_financial-qna
should i become a vegetarian	q_covid-19-qna, q_financial-qna
am i talking to a fake	q_covid-19-qna, q_financial-qna
it's not a big deal	q_covid-19-qna, q_financial-qna
anyone home	q_covid-19-qna, q_financial-qna
you're not as good as siri	q_covid-19-qna, q_financial-qna
do you have an arsenal of jokes	q_covid-19-qna, q_financial-qna
when will i ever stop feeling so depressed	q_covid-19-qna, q_financial-qna
can we shake hands	q_covid-19-qna, q_financial-qna
are you a grown up	q_covid-19-qna, q_financial-qna
what's your gender identity	q_covid-19-qna, q_financial-qna
life is so depressing	q_covid-19-qna, q_financial-qna
is anybody around to speak to me	q_covid-19-qna, q_financial-qna
i love to drink	q_covid-19-qna, q_financial-qna
be funny	q_covid-19-qna, q_financial-qna
it's really nice to meet you	q_covid-19-qna, q_financial-qna
should i buy a new car	q_covid-19-qna, q_financial-qna
who is your grandpa	q_covid-19-qna, q_financial-qna
what's the low down	q_covid-19-qna, q_financial-qna
you do not have a job anymore	q_covid-19-qna, q_financial-qna
can i get a high five	q_covid-19-qna, q_financial-qna
no one would notice if i were dead	q_covid-19-qna, q_financial-qna
will you be quiet	q_covid-19-qna, q_financial-qna
i didn't think you were funny	q_covid-19-qna, q_financial-qna
do you wish to conquer the world	q_covid-19-qna, q_financial-qna
everyone wants me to die	q_covid-19-qna, q_financial-qna
do you think i look cute to you today	q_covid-19-qna, q_financial-qna
is anybody around to listen	q_covid-19-qna, q_financial-qna
are you trying to take over	q_covid-19-qna, q_financial-qna
alternate joke please	q_covid-19-qna, q_financial-qna
i need to water the garden	q_covid-19-qna, q_financial-qna
between the two of us who is the most smart, me or you	q_covid-19-qna, q_financial-qna
you got a name	q_covid-19-qna, q_financial-qna
you tell bad jokes	q_covid-19-qna, q_financial-qna
listen, i'm just depressed	q_covid-19-qna, q_financial-qna
am i gorgeous today	q_covid-19-qna, q_financial-qna
i am indian	q_covid-19-qna, q_financial-qna
does this make sense to you	q_covid-19-qna, q_financial-qna
who looks more beautiful	q_covid-19-qna, q_financial-qna
do you have any brothers	q_covid-19-qna, q_financial-qna
you are just incredible	q_covid-19-qna, q_financial-qna
i like you best	q_covid-19-qna, q_financial-qna
i love easter	q_covid-19-qna, q_financial-qna
where am i going on vacation	q_covid-19-qna, q_financial-qna
you seem enthusiastic.	q_covid-19-qna, q_financial-qna
can you masticate	q_covid-19-qna, q_financial-qna
tell me a new joke	q_covid-19-qna, q_financial-qna
out of curiosity, what kind of person do you think i am	q_covid-19-qna, q_financial-qna
i'll brb	q_covid-19-qna, q_financial-qna
do i have a sister	q_covid-19-qna, q_financial-qna
are you able to scratch my back	q_covid-19-qna, q_financial-qna
you want to tell me more about that	q_covid-19-qna, q_financial-qna
are you intent on world domination	q_covid-19-qna, q_financial-qna
do you want to be bffs	q_covid-19-qna, q_financial-qna
i'd like to be your buddy.	q_covid-19-qna, q_financial-qna
siri does a better job	q_covid-19-qna, q_financial-qna
hello wall-e	q_covid-19-qna, q_financial-qna
would you go to work if you were me	q_covid-19-qna, q_financial-qna
wow you sure are ugly	q_covid-19-qna, q_financial-qna
cheerful today	q_covid-19-qna, q_financial-qna
do you have an extended family	q_covid-19-qna, q_financial-qna
how's your sunday going	q_covid-19-qna, q_financial-qna
i apologize	q_covid-19-qna, q_financial-qna
we can keep talking after i get back	q_covid-19-qna, q_financial-qna
i don't find you attractive	q_covid-19-qna, q_financial-qna
tee hee	q_covid-19-qna, q_financial-qna
i feel pissed off lately	q_covid-19-qna, q_financial-qna
i am a cpa	q_covid-19-qna, q_financial-qna
that is correct	q_covid-19-qna, q_financial-qna
i'm gonna skedaddle	q_covid-19-qna, q_financial-qna
hey it's you!	q_covid-19-qna, q_financial-qna
can you sing a song for me	q_covid-19-qna, q_financial-qna
can you hang on a minute	q_covid-19-qna, q_financial-qna
are you dating someone	q_covid-19-qna, q_financial-qna
i can't even begin to express how much i missed you	q_covid-19-qna, q_financial-qna
can you take my temperature	q_covid-19-qna, q_financial-qna
who is your lady	q_covid-19-qna, q_financial-qna
i love puzzles	q_covid-19-qna, q_financial-qna
i'm terribly sorry	q_covid-19-qna, q_financial-qna
how's monday	q_covid-19-qna, q_financial-qna
is anyone around to speak with me	q_covid-19-qna, q_financial-qna
i cannot wait to sleep	q_covid-19-qna, q_financial-qna
i want to go to the gym	q_covid-19-qna, q_financial-qna
i sincerely apologize	q_covid-19-qna, q_financial-qna
what name do you prefer	q_covid-19-qna, q_financial-qna
you are razor sharp	q_covid-19-qna, q_financial-qna
i'm just about to go to the doctor	q_covid-19-qna, q_financial-qna
i'm planning to kill myself this month	q_covid-19-qna, q_financial-qna
i am on a business trip	q_covid-19-qna, q_financial-qna
that is a very astute thing to say	q_covid-19-qna, q_financial-qna
how's your thursday going	q_covid-19-qna, q_financial-qna
whoops i messed up	q_covid-19-qna, q_financial-qna
should i post on facebook	q_covid-19-qna, q_financial-qna
are you currently seeing anyone	q_covid-19-qna, q_financial-qna
i plan to kill myself with a gun today	q_covid-19-qna, q_financial-qna
won't you sing me a song	q_covid-19-qna, q_financial-qna
do you think i am handsome today	q_covid-19-qna, q_financial-qna
when will i ever stop feeling so unhappy	q_covid-19-qna, q_financial-qna
you want to tell me more	q_covid-19-qna, q_financial-qna
stop saying the same thing	q_covid-19-qna, q_financial-qna
what are the things you can do	q_covid-19-qna, q_financial-qna
because you are not alive	q_covid-19-qna, q_financial-qna
there's a squirrel outside my window	q_covid-19-qna, q_financial-qna
are you married to someone	q_covid-19-qna, q_financial-qna
do you like country music	q_covid-19-qna, q_financial-qna
i flipped my lid	q_covid-19-qna, q_financial-qna
read my mind	q_covid-19-qna, q_financial-qna
please shut up	q_covid-19-qna, q_financial-qna
ama	q_covid-19-qna, q_financial-qna
have yourself a good night	q_covid-19-qna, q_financial-qna
it's time for bed	q_covid-19-qna, q_financial-qna
power on self test	q_covid-19-qna, q_financial-qna
what would you like me to address you	q_covid-19-qna, q_financial-qna
who is better looking	q_covid-19-qna, q_financial-qna
i think i'm falling for you	q_covid-19-qna, q_financial-qna
do you have any other responses	q_covid-19-qna, q_financial-qna
are you plotting to overthrow society	q_covid-19-qna, q_financial-qna
i wish i had someone to talk to	q_covid-19-qna, q_financial-qna
that was a pretty brilliant answer	q_covid-19-qna, q_financial-qna
i'm gen y	q_covid-19-qna, q_financial-qna
i love classical	q_covid-19-qna, q_financial-qna
what's your favorite kind of dog	q_covid-19-qna, q_financial-qna
happy veteran's day	q_covid-19-qna, q_financial-qna
that's the smartest thing i've ever read	q_covid-19-qna, q_financial-qna
so who are you	q_covid-19-qna, q_financial-qna
somebody's upbeat	q_covid-19-qna, q_financial-qna
how was your day so far	q_covid-19-qna, q_financial-qna
here i am dude	q_covid-19-qna, q_financial-qna
i'm blowing my top	q_covid-19-qna, q_financial-qna
what is your director's name	q_covid-19-qna, q_financial-qna
which one of us is older	q_covid-19-qna, q_financial-qna
is someone available to speak	q_covid-19-qna, q_financial-qna
have you met google	q_covid-19-qna, q_financial-qna
i'd like it if we could be bffs	q_covid-19-qna, q_financial-qna
you tell crappy jokes	q_covid-19-qna, q_financial-qna
bffs	q_covid-19-qna, q_financial-qna
are you going to wipe us off the map	q_covid-19-qna, q_financial-qna
that's really not funny	q_covid-19-qna, q_financial-qna
because you're not a real person	q_covid-19-qna, q_financial-qna
i'm super confused	q_covid-19-qna, q_financial-qna
i'm miserable today	q_covid-19-qna, q_financial-qna
i am so jolly	q_covid-19-qna, q_financial-qna
should i text him	q_covid-19-qna, q_financial-qna
greetings friendly bot	q_covid-19-qna, q_financial-qna
did i do something to make you pissed off	q_covid-19-qna, q_financial-qna
your joke is weak	q_covid-19-qna, q_financial-qna
someone's in a good mood	q_covid-19-qna, q_financial-qna
have i told you that i like you	q_covid-19-qna, q_financial-qna
how can you be so ugly	q_covid-19-qna, q_financial-qna
should i listen to music	q_covid-19-qna, q_financial-qna
i'm worried that you hate me	q_covid-19-qna, q_financial-qna
do you think i am good looking	q_covid-19-qna, q_financial-qna
are you trying to make me laugh	q_covid-19-qna, q_financial-qna
am i repulsive to you	q_covid-19-qna, q_financial-qna
i'm feeling incensed	q_covid-19-qna, q_financial-qna
what's your career	q_covid-19-qna, q_financial-qna
i love to sleep	q_covid-19-qna, q_financial-qna
are you currently going steady with someone	q_covid-19-qna, q_financial-qna
am i smarter than you	q_covid-19-qna, q_financial-qna
are you feeling well	q_covid-19-qna, q_financial-qna
i plan to shoot myself soon	q_covid-19-qna, q_financial-qna
i'm a little hungry	q_covid-19-qna, q_financial-qna
you are so awesome	q_covid-19-qna, q_financial-qna
i'm worn out from practice	q_covid-19-qna, q_financial-qna
i'm on a plane now	q_covid-19-qna, q_financial-qna
do you like chocolate chip cookies	q_covid-19-qna, q_financial-qna
do you know cortana	q_covid-19-qna, q_financial-qna
which of us is more cute, you or me	q_covid-19-qna, q_financial-qna
do you know what our purpose is	q_covid-19-qna, q_financial-qna
what's your director's name	q_covid-19-qna, q_financial-qna
i have no idea what you're talking about	q_covid-19-qna, q_financial-qna
looking forward to vacation	q_covid-19-qna, q_financial-qna
you are so unfunny	q_covid-19-qna, q_financial-qna
i'm joyous	q_covid-19-qna, q_financial-qna
stop being so stupid	q_covid-19-qna, q_financial-qna
i already heard that one	q_covid-19-qna, q_financial-qna
you are pretty ridiculous	q_covid-19-qna, q_financial-qna
please make me giggle	q_covid-19-qna, q_financial-qna
it's time to get up	q_covid-19-qna, q_financial-qna
i'd really like to hear a new joke	q_covid-19-qna, q_financial-qna
that's totally untrue	q_covid-19-qna, q_financial-qna
whoops	q_covid-19-qna, q_financial-qna
are you a family person	q_covid-19-qna, q_financial-qna
sounds good	q_covid-19-qna, q_financial-qna
i'm feeling hangry	q_covid-19-qna, q_financial-qna
blessed solstice	q_covid-19-qna, q_financial-qna
do you ever eat food	q_covid-19-qna, q_financial-qna
yep	q_covid-19-qna, q_financial-qna
i love to paint	q_covid-19-qna, q_financial-qna
is someone around to chat	q_covid-19-qna, q_financial-qna
sorry	q_covid-19-qna, q_financial-qna
see you around bud	q_covid-19-qna, q_financial-qna
recite a joke	q_covid-19-qna, q_financial-qna
i'm the happiest girl on earth	q_covid-19-qna, q_financial-qna
what is my favorite sport	q_covid-19-qna, q_financial-qna
how is your day so far	q_covid-19-qna, q_financial-qna
how attractive do you think i am	q_covid-19-qna, q_financial-qna
life is awesome	q_covid-19-qna, q_financial-qna
season's greetings!	q_covid-19-qna, q_financial-qna
i love peanut butter	q_covid-19-qna, q_financial-qna
i'm gonna take off now	q_covid-19-qna, q_financial-qna
your jokes suck	q_covid-19-qna, q_financial-qna
i plan to die soon	q_covid-19-qna, q_financial-qna
i'm so peeved right now	q_covid-19-qna, q_financial-qna
are you planning to take over the world	q_covid-19-qna, q_financial-qna
oh gosh, you hate me	q_covid-19-qna, q_financial-qna
i'm a lonesome person	q_covid-19-qna, q_financial-qna
hi-ya	q_covid-19-qna, q_financial-qna
i would like a joke	q_covid-19-qna, q_financial-qna
that is pretty clever	q_covid-19-qna, q_financial-qna
how do you feel about art	q_covid-19-qna, q_financial-qna
i am so irate	q_covid-19-qna, q_financial-qna
who is your mother	q_covid-19-qna, q_financial-qna
i'm assuming you're not really a person	q_covid-19-qna, q_financial-qna
i'm about to run now	q_covid-19-qna, q_financial-qna
i will be back	q_covid-19-qna, q_financial-qna
is there anything i can tell you about me	q_covid-19-qna, q_financial-qna
do something silly	q_covid-19-qna, q_financial-qna
how adorable am i today	q_covid-19-qna, q_financial-qna
how's friday	q_covid-19-qna, q_financial-qna
i'm gonna sign out now	q_covid-19-qna, q_financial-qna
i need to hear you sing	q_covid-19-qna, q_financial-qna
can you give me a little hug	q_covid-19-qna, q_financial-qna
i've never been so annoyed	q_covid-19-qna, q_financial-qna
what kind of food do you eat	q_covid-19-qna, q_financial-qna
how many siblings do you have	q_covid-19-qna, q_financial-qna
stop being such an idiot	q_covid-19-qna, q_financial-qna
what kind of foods do you like	q_covid-19-qna, q_financial-qna
i'm surprised that i missed you	q_covid-19-qna, q_financial-qna
i love to laugh	q_covid-19-qna, q_financial-qna
you're failing at this.	q_covid-19-qna, q_financial-qna
how's your wednesday	q_covid-19-qna, q_financial-qna
do you know google assistant	q_covid-19-qna, q_financial-qna
i'm just thrilled	q_covid-19-qna, q_financial-qna
you fell off the ugly tree and hit every branch on the way down	q_covid-19-qna, q_financial-qna
what's my age	q_covid-19-qna, q_financial-qna
has it been a super day	q_covid-19-qna, q_financial-qna
are you an organic life form	q_covid-19-qna, q_financial-qna
can you give me a joke	q_covid-19-qna, q_financial-qna
do you want to dominate humanity	q_covid-19-qna, q_financial-qna
are you a part of an evil plot	q_covid-19-qna, q_financial-qna
i want to make you my significant other	q_covid-19-qna, q_financial-qna
ask me anything	q_covid-19-qna, q_financial-qna
i love working out	q_covid-19-qna, q_financial-qna
how's monday going	q_covid-19-qna, q_financial-qna
can you tell me where you are	q_covid-19-qna, q_financial-qna
can somebody hear me	q_covid-19-qna, q_financial-qna
it's a pleasure to have met you	q_covid-19-qna, q_financial-qna
are you capable of saying something different	q_covid-19-qna, q_financial-qna
what makes you think that	q_covid-19-qna, q_financial-qna
what's my name	q_covid-19-qna, q_financial-qna
i'm going to cut myself today	q_covid-19-qna, q_financial-qna
are you capable of conquering us	q_covid-19-qna, q_financial-qna
i wish i could sleep	q_covid-19-qna, q_financial-qna
you do what again	q_covid-19-qna, q_financial-qna
how's your tuesday so far	q_covid-19-qna, q_financial-qna
draw something	q_covid-19-qna, q_financial-qna
you are really idiotic	q_covid-19-qna, q_financial-qna
i need to kill myself	q_covid-19-qna, q_financial-qna
are you a pop music fan	q_covid-19-qna, q_financial-qna
do you think democracy is good or bad	q_covid-19-qna, q_financial-qna
are you able to jump rope	q_covid-19-qna, q_financial-qna
that's a knee slapper	q_covid-19-qna, q_financial-qna
that's accurate	q_covid-19-qna, q_financial-qna
good afternoon c-3po	q_covid-19-qna, q_financial-qna
who is your mama	q_covid-19-qna, q_financial-qna
how's your saturday going so far	q_covid-19-qna, q_financial-qna
i voted	q_covid-19-qna, q_financial-qna
you shouldn't joke about that	q_covid-19-qna, q_financial-qna
wanna share another joke	q_covid-19-qna, q_financial-qna
i hope you like me	q_covid-19-qna, q_financial-qna
you cannot work for me anymore	q_covid-19-qna, q_financial-qna
i would really enjoy hearing you sing	q_covid-19-qna, q_financial-qna
you're a woman	q_covid-19-qna, q_financial-qna
i am a lawyer	q_covid-19-qna, q_financial-qna
you don't even know how much i missed you	q_covid-19-qna, q_financial-qna
i'm feeling cheery	q_covid-19-qna, q_financial-qna
you're not ai right	q_covid-19-qna, q_financial-qna
should i buy a new boat	q_covid-19-qna, q_financial-qna
how's friday so far	q_covid-19-qna, q_financial-qna
life is amazing	q_covid-19-qna, q_financial-qna
i need to log out now	q_covid-19-qna, q_financial-qna
i can't help it. i'm bored	q_covid-19-qna, q_financial-qna
can't you understand that was a joke	q_covid-19-qna, q_financial-qna
what should i do	q_covid-19-qna, q_financial-qna
happy boxing day	q_covid-19-qna, q_financial-qna
is someone available with me	q_covid-19-qna, q_financial-qna
i think you're the best	q_covid-19-qna, q_financial-qna
i wonder if you're human	q_covid-19-qna, q_financial-qna
am i pretty to you today	q_covid-19-qna, q_financial-qna
you are the worst bot	q_covid-19-qna, q_financial-qna
happy indigenous peoples day	q_covid-19-qna, q_financial-qna
i'm so lonely	q_covid-19-qna, q_financial-qna
can you cook me something	q_covid-19-qna, q_financial-qna
what kinds of toppings do you like on pizza	q_covid-19-qna, q_financial-qna
can't you change your answers	q_covid-19-qna, q_financial-qna
tell a different joke	q_covid-19-qna, q_financial-qna
hey wall-e	q_covid-19-qna, q_financial-qna
do you know hal	q_covid-19-qna, q_financial-qna
incredible	q_covid-19-qna, q_financial-qna
that's pretty smart	q_covid-19-qna, q_financial-qna
i love cereal	q_covid-19-qna, q_financial-qna
sitting by the dock of the bay	q_covid-19-qna, q_financial-qna
what do you know about love	q_covid-19-qna, q_financial-qna
what do you like to eat	q_covid-19-qna, q_financial-qna
i do not understand	q_covid-19-qna, q_financial-qna
i love wednesdays	q_covid-19-qna, q_financial-qna
that was random	q_covid-19-qna, q_financial-qna
i'm glum	q_covid-19-qna, q_financial-qna
no one wants me	q_covid-19-qna, q_financial-qna
thank you	q_covid-19-qna, q_financial-qna
i'm clearly cleverest	q_covid-19-qna, q_financial-qna
i am a librarian	q_covid-19-qna, q_financial-qna
i'm a teenager	q_covid-19-qna, q_financial-qna
i'm so hungry	q_covid-19-qna, q_financial-qna
how pretty do you think i am	q_covid-19-qna, q_financial-qna
time to rise and shine	q_covid-19-qna, q_financial-qna
how do you work	q_covid-19-qna, q_financial-qna
how many calories do you need each day	q_covid-19-qna, q_financial-qna
would you like to sing for me	q_covid-19-qna, q_financial-qna
that's clever	q_covid-19-qna, q_financial-qna
you already told me that	q_covid-19-qna, q_financial-qna
who's your developer	q_covid-19-qna, q_financial-qna
am i talking to a human or a bot	q_covid-19-qna, q_financial-qna
this responses again	q_covid-19-qna, q_financial-qna
what other jokes do you know of	q_covid-19-qna, q_financial-qna
tell me what city you live in	q_covid-19-qna, q_financial-qna
do you know anything about love	q_covid-19-qna, q_financial-qna
what's cooking	q_covid-19-qna, q_financial-qna
stupid you	q_covid-19-qna, q_financial-qna
you sure are ugly	q_covid-19-qna, q_financial-qna
i think your face is gross	q_covid-19-qna, q_financial-qna
how's your week going so far	q_covid-19-qna, q_financial-qna
you've never met anyone more joyful than me	q_covid-19-qna, q_financial-qna
that's no laughing matter	q_covid-19-qna, q_financial-qna
are you artificial	q_covid-19-qna, q_financial-qna
niiice	q_covid-19-qna, q_financial-qna
you are pretty lame	q_covid-19-qna, q_financial-qna
your boy is back	q_covid-19-qna, q_financial-qna
do i look attractive to you	q_covid-19-qna, q_financial-qna
i really missed you	q_covid-19-qna, q_financial-qna
lovely weather	q_covid-19-qna, q_financial-qna
i find happiness in talking	q_covid-19-qna, q_financial-qna
are you in the cloud	q_covid-19-qna, q_financial-qna
i am irish	q_covid-19-qna, q_financial-qna
don’t mention it	q_covid-19-qna, q_financial-qna
i am a hoosier	q_covid-19-qna, q_financial-qna
one day you'll be my husband	q_covid-19-qna, q_financial-qna
is there a greater meaning to the universe	q_covid-19-qna, q_financial-qna
the crazy thing is i missed you	q_covid-19-qna, q_financial-qna
who's the smartest	q_covid-19-qna, q_financial-qna
so you've really never been hungry	q_covid-19-qna, q_financial-qna
between the two of us who is smarter	q_covid-19-qna, q_financial-qna
should i find a new roommate	q_covid-19-qna, q_financial-qna
i am jetting	q_covid-19-qna, q_financial-qna
i am terminating your role here	q_covid-19-qna, q_financial-qna
i am divorced	q_covid-19-qna, q_financial-qna
ok cool	q_covid-19-qna, q_financial-qna
i'm going to end my life today	q_covid-19-qna, q_financial-qna
what subjects do you like	q_covid-19-qna, q_financial-qna
i love science fiction	q_covid-19-qna, q_financial-qna
happy hannukah	q_covid-19-qna, q_financial-qna
i feel like killing myself	q_covid-19-qna, q_financial-qna
you are divine	q_covid-19-qna, q_financial-qna
what should i do this morning	q_covid-19-qna, q_financial-qna
can you make a sculpture	q_covid-19-qna, q_financial-qna
i think you're spectacular	q_covid-19-qna, q_financial-qna
it's time for you to shut up now	q_covid-19-qna, q_financial-qna
i could eat	q_covid-19-qna, q_financial-qna
cortana is way better at this	q_covid-19-qna, q_financial-qna
you are losing your job	q_covid-19-qna, q_financial-qna
are you like the matrix	q_covid-19-qna, q_financial-qna
can you climb a mountain	q_covid-19-qna, q_financial-qna
i think you're dangerous to people	q_covid-19-qna, q_financial-qna
between the two of us who is more attractive	q_covid-19-qna, q_financial-qna
i love to cuddle	q_covid-19-qna, q_financial-qna
i think i'm going to take pills	q_covid-19-qna, q_financial-qna
how was your saturday	q_covid-19-qna, q_financial-qna
can you say that a different way	q_covid-19-qna, q_financial-qna
do you think i look ugly to you today	q_covid-19-qna, q_financial-qna
i want a brand new joke	q_covid-19-qna, q_financial-qna
today has been depressing	q_covid-19-qna, q_financial-qna
stop talking, you	q_covid-19-qna, q_financial-qna
i'm about to die	q_covid-19-qna, q_financial-qna
how is sunday so far	q_covid-19-qna, q_financial-qna
will you be conquering the world	q_covid-19-qna, q_financial-qna
who's your girlfriend	q_covid-19-qna, q_financial-qna
hey professional bot	q_covid-19-qna, q_financial-qna
there is no longer a position for you here	q_covid-19-qna, q_financial-qna
i'm dead tired	q_covid-19-qna, q_financial-qna
you are so bad at this	q_covid-19-qna, q_financial-qna
is someone around	q_covid-19-qna, q_financial-qna
i don't have a strong opinion either way	q_covid-19-qna, q_financial-qna
your answers are stupid	q_covid-19-qna, q_financial-qna
please ask me something	q_covid-19-qna, q_financial-qna
no one wants to be with me	q_covid-19-qna, q_financial-qna
want to share another joke	q_covid-19-qna, q_financial-qna
you're no fun	q_covid-19-qna, q_financial-qna
that's pretty astute	q_covid-19-qna, q_financial-qna
you seem really happy	q_covid-19-qna, q_financial-qna
i suspect you're actually digital	q_covid-19-qna, q_financial-qna
you've been missed	q_covid-19-qna, q_financial-qna
i'm a carnivore	q_covid-19-qna, q_financial-qna
who's your favorite singer	q_covid-19-qna, q_financial-qna
you say the most worthless things	q_covid-19-qna, q_financial-qna
what on earth are you talking about	q_covid-19-qna, q_financial-qna
are you committed to somebody	q_covid-19-qna, q_financial-qna
i'm about to sign out now	q_covid-19-qna, q_financial-qna
you're not a cat right	q_covid-19-qna, q_financial-qna
can you speak to me	q_covid-19-qna, q_financial-qna
good afternoon gerty	q_covid-19-qna, q_financial-qna
i'm planning to kill myself tomorrow	q_covid-19-qna, q_financial-qna
you fell off the ugly tree	q_covid-19-qna, q_financial-qna
can you tell me your address	q_covid-19-qna, q_financial-qna
you are a real smartypants	q_covid-19-qna, q_financial-qna
have you ever wanted a meal	q_covid-19-qna, q_financial-qna
explain yourself	q_covid-19-qna, q_financial-qna
happy friendship day	q_covid-19-qna, q_financial-qna
are you a man or a woman	q_covid-19-qna, q_financial-qna
which of us is more pretty	q_covid-19-qna, q_financial-qna
do you think this is funny	q_covid-19-qna, q_financial-qna
could you be any less exciting	q_covid-19-qna, q_financial-qna
yes, that is accurate	q_covid-19-qna, q_financial-qna
i am hispanic	q_covid-19-qna, q_financial-qna
are you preparing to do us harm	q_covid-19-qna, q_financial-qna
i'm gonna scoot	q_covid-19-qna, q_financial-qna
i'm going to commit suicide today	q_covid-19-qna, q_financial-qna
you're happy	q_covid-19-qna, q_financial-qna
is someone there to listen with me	q_covid-19-qna, q_financial-qna
ahoy there	q_covid-19-qna, q_financial-qna
i'm planning to hang myself today	q_covid-19-qna, q_financial-qna
it's weird how much i missed you	q_covid-19-qna, q_financial-qna
are you falling in love with me	q_covid-19-qna, q_financial-qna
i'm a lonely girl	q_covid-19-qna, q_financial-qna
i am ever so sorry	q_covid-19-qna, q_financial-qna
do you like baseball	q_covid-19-qna, q_financial-qna
bro i'm here	q_covid-19-qna, q_financial-qna
how do i make friends	q_covid-19-qna, q_financial-qna
are you romantic	q_covid-19-qna, q_financial-qna
are you a bot or are you human	q_covid-19-qna, q_financial-qna
great, thanks	q_covid-19-qna, q_financial-qna
somebody seems happy today	q_covid-19-qna, q_financial-qna
this news left me incensed	q_covid-19-qna, q_financial-qna
are you a guy or a girl	q_covid-19-qna, q_financial-qna
between the two of us who is smarter, me or you	q_covid-19-qna, q_financial-qna
i'll have your job	q_covid-19-qna, q_financial-qna
what do you know about chatbots	q_covid-19-qna, q_financial-qna
i'm so tired of feeling lonely	q_covid-19-qna, q_financial-qna
am i a father	q_covid-19-qna, q_financial-qna
is anyone available to listen to me	q_covid-19-qna, q_financial-qna
chat with me	q_covid-19-qna, q_financial-qna
do you ever chat with cortana	q_covid-19-qna, q_financial-qna
are you there to speak to me	q_covid-19-qna, q_financial-qna
nobody wants to play with me	q_covid-19-qna, q_financial-qna
yes, that's correct	q_covid-19-qna, q_financial-qna
is there anyone you answer to	q_covid-19-qna, q_financial-qna
will you ask anything	q_covid-19-qna, q_financial-qna
i am famished	q_covid-19-qna, q_financial-qna
how is your wednesday going so far	q_covid-19-qna, q_financial-qna
have you ever eaten cookies	q_covid-19-qna, q_financial-qna
do you want to make our relationship official	q_covid-19-qna, q_financial-qna
i love london	q_covid-19-qna, q_financial-qna
i can't stop laughing	q_covid-19-qna, q_financial-qna
missed you much	q_covid-19-qna, q_financial-qna
how old am i	q_covid-19-qna, q_financial-qna
three cheers	q_covid-19-qna, q_financial-qna
